"Name","AltName","OrigName","County1","County2","County3","State","Established","Continuous","Discontinued","StampIndex","ID","OrigCounty","GNIS.Name","GNIS.County","GNIS.State","GNIS.FEATURE_ID","GNIS.Feature.Class","GNIS.OrigName","GNIS.OrigCounty","GNIS.Latitude","GNIS.Longitude","GNIS.ELEV_IN_M","GNIS.ELEV_IN_FT","GNIS.Match","GNIS.Dist"
"FENNENT",NA,"FENNENT","MONMOUTH",NA,NA,"NJ","1879",TRUE,"1879","8",19826,"Monmouth","TENNENT","MONMOUTH","NJ","2781502","Post Office","Tennent Post Office","Monmouth","40.28131","-74.3304771","31","102",TRUE,0.857142857142857
"FISHERS EDDY",NA,"FISHERS EDDY","DELAWARE",NA,NA,"NY","1873",TRUE,"1874","7",20076,"Delaware","FISHS EDDY","DELAWARE","NY","2795659","Post Office","Fishs Eddy Post Office","Delaware","41.9661925","-75.1741151","306","1004",TRUE,0.833333333333333
"FLATCREEK",NA,"FLATCREEK","BARRY",NA,NA,"MO","1840",TRUE,"1923","3",20231,"Barry","FLAT CREEK","BARRY","MO","1940223","Post Office","Flat Creek Post Office","Barry","36.7614506","-93.612971","305","1001",TRUE,0.888888888888889
"FLIPPEN",NA,"FLIPPEN","LAUDERDALE",NA,NA,"TN","1882",TRUE,"1905","5",20338,"Lauderdale","FLIPPIN","LAUDERDALE","TN","1650952","Post Office","Flippin Post Office (historical)","Lauderdale","35.7861876","-89.486463","118","387",TRUE,0.857142857142857
"FLORA",NA,"FLORA","LINCOLN",NA,NA,"TN","1868",TRUE,"?","",20347,"Lincoln","ELORA","LINCOLN","TN","1650324","Post Office","Elora Post Office","Lincoln","35.013711","-86.3567762","282","925",TRUE,0.8
"FLOWERTOWN",NA,"FLOWERTOWN","MONTGOMERY",NA,NA,"PA","1806",TRUE,"1814","8",20442,"Montgomery","FLOURTOWN","MONTGOMERY","PA","2348322","Post Office","Flourtown Post Office","Montgomery","40.1103778","-75.2130948","48","157",TRUE,0.8
"FORT  LEE",NA,"FORT  LEE","BERGEN",NA,NA,"NJ","1838",FALSE,NA,"0",20724,"Bergen","FORT LEE","BERGEN","NJ","2054499","Post Office","Fort Lee Post Office","Bergen","40.8517335","-73.9713578","87","285",TRUE,0.888888888888889
"FORT MC PHERSON",NA,"FORT MC PHERSON","FULTON",NA,NA,"GA","1893",TRUE,"1904","4",20818,"Fulton","FORT MCPHERSON","FULTON","GA","2340387","Post Office","Fort McPherson Post Office","Fulton","33.712","-84.4402","304","997",TRUE,0.933333333333333
"FRANCISTOWN",NA,"FRANCISTOWN","HILLSBOROUGH",NA,NA,"NH","1801",TRUE,"1872","2",21072,"Hillsboro","FRANCESTOWN","HILLSBOROUGH","NH","1915860","Post Office","Francestown Post Office","Hillsborough","42.9841872","-71.8083941","230","755",TRUE,0.909090909090909
"FRANKFORT",NA,"FRANKFORT","WHITE",NA,NA,"AR","1837",TRUE,"1838","9",21093,"White","FRANKFORD","WHITE","AR","84292","Post Office","Frankford Post Office","White","35.2530416","-91.7434326","78","256",TRUE,0.888888888888889
"FREDRICKSBURG","FREDRICKSBURGH","FREDRICKSBURG(H)","LEBANON",NA,NA,"PA","1842",TRUE,NA,"0",21221,"Lebanon","FREDERICKSBURG","LEBANON","PA","2772706","Post Office","Fredericksburg Post Office","Lebanon","40.4418712","-76.4293115","141","463",TRUE,0.923076923076923
"FREEDENSBURG","FREEDENSBURGH","FREEDENSBURG(H)","SCHUYLKILL",NA,NA,"PA","1825",TRUE,"1843","7",21233,"Schuylkill","FRIEDENBURG","SCHUYLKILL","PA","2773142","Post Office","Friedenburg Post Office","Schuylkill","40.6022437","-76.2450614","209","686",TRUE,0.833333333333333
"FREMONT",NA,"FREMONT","ITAWAMBA",NA,NA,"MS","1847",FALSE,"1857","7",21298,"Itawamba","TREMONT","ITAWAMBA","MS","2768742","Post Office","Tremont Post Office","Itawamba","34.2367367","-88.2640449","108","354",TRUE,0.857142857142857
"FULTON DALE",NA,"FULTON DALE","JEFFERSON",NA,NA,"AL","1950",TRUE,NA,"0",21555,"Jefferson","FULTONDALE","JEFFERSON","AL","2788964","Post Office","Fultondale Post Office","Jefferson","33.6096067","-86.7979501","192","630",TRUE,0.909090909090909
"FUNKVILLE",NA,"FUNKVILLE","VENANGO",NA,NA,"PA","1864",TRUE,"1866","7",21564,"Venango","SUNVILLE","VENANGO","PA","1214487","Post Office","Sunville Post Office (historical)","Venango","41.5517237","-79.8347777","437","1434",TRUE,0.777777777777778
"GAFFNEY",NA,"GAFFNEY","POTTER",NA,NA,"PA","1913",TRUE,"1926","3",21627,"Potter","GAFFNEE","POTTER","PA","1214185","Post Office","Gaffnee Post Office (historical)","Potter","41.7900677","-77.7622142","480","1575",TRUE,0.857142857142857
"GARDENVALE",NA,"GARDENVALE","JEFFERSON",NA,NA,"AL","1935",TRUE,NA,"0",21842,"Jefferson","GARDENDALE","JEFFERSON","AL","2788945","Post Office","Gardendale Post Office","Jefferson","33.6659457","-86.8144749","194","636",TRUE,0.9
"GAYLORDS BRIDGE",NA,"GAYLORDS BRIDGE","LITCHFIELD",NA,NA,"CT","1826",FALSE,"1852","5",22063,"Litchfield","GAYLORD'S BRIDGE","LITCHFIELD","CT","1931992","Post Office","Gaylord's Bridge Post Office","Litchfield","41.6393615","-73.4820772","82","269",TRUE,0.933333333333333
"GENEVA",NA,"GENEVA","LIVINGSTON",NA,NA,"MO","1891",TRUE,"1901","5",22129,"Livingston","GENOVA","LIVINGSTON","MO","759648","Post Office","Genova Post Office","Livingston","39.9061239","-93.7046615","282","925",TRUE,0.833333333333333
"GIPSEY",NA,"GIPSEY","BOLLINGER",NA,NA,"MO","1904",TRUE,NA,"0",22500,"Bollinger","GIPSY","BOLLINGER","MO","2783037","Post Office","Gipsy Post Office","Bollinger","37.1469999","-90.1792246","124","407",TRUE,0.833333333333333
"GLEN MOORE",NA,"GLEN MOORE","CHESTER",NA,NA,"PA","1874",TRUE,NA,"0",22667,"Chester","GLENMOORE","CHESTER","PA","2348450","Post Office","Glenmoore Post Office","Chester","40.0907436","-75.775793","139","456",TRUE,0.9
"GLEN SHAW",NA,"GLEN SHAW","ALLEGHENY",NA,NA,"PA","1858",TRUE,"1860","8",22677,"Allegheny","GLENSHAW","ALLEGHENY","PA","2431889","Post Office","Glenshaw Post Office","Allegheny","40.5309902","-79.9610639","247","810",TRUE,0.888888888888889
"GREEN COVE",NA,"GREEN COVE","MADISON",NA,NA,"AL","1868",FALSE,"1905","4",23702,"Madison","GREENGROVE","MADISON","AL","166680","Post Office","Greengrove Post Office (historical)","Madison","34.7432073","-86.5228049","486","1594",TRUE,0.8
"GREEN LAWN",NA,"GREEN LAWN","SUFFOLK",NA,NA,"NY","1872",FALSE,NA,"0",23736,"Suffolk","GREENLAWN","SUFFOLK","NY","2075846","Post Office","Greenlawn Post Office","Suffolk","40.8692413","-73.3656841","69","226",TRUE,0.9
"GREENWELL SPDNGS",NA,"GREENWELL SPDNGS (2)","EAST BATON ROUGE",NA,NA,"LA","1932",TRUE,NA,"0",23940,"East Baton Rouge","GREENWELL SPRINGS","EAST BATON ROUGE","LA","1632090","Post Office","Greenwell Springs Post Office","East Baton Rouge","30.5730655","-90.9935591","18","59",TRUE,0.875
"GUILFORD",NA,"GUILFORD","PENOBSCOT",NA,NA,"ME","1821",TRUE,NA,"0",24276,"Penobscot/Piscat","MILFORD","PENOBSCOT","ME","1913705","Post Office","Milford Post Office","Penobscot","44.9451206","-68.6441956","42","138",TRUE,0.75
"HAINS CITY",NA,"HAINS CITY","POLK",NA,NA,"FL","1885",TRUE,"1888","4",24565,"Polk","HAINES CITY","POLK","FL","2768207","Post Office","Haines City Post Office","Polk","28.0852134","-81.6211546","67","220",TRUE,0.9
"HALL",NA,"HALL","MADISON",NA,NA,"GA","1893",FALSE,"1895","7",24652,"Madison","HULL","MADISON","GA","2792447","Post Office","Hull Post Office","Madison","34.0149475","-83.2948421","244","801",TRUE,0.75
"HAMMONDS MILL",NA,"HAMMONDS MILL","WINDHAM",NA,NA,"VT","1832",TRUE,"1846","7",24819,"Windham","HAMMONDS MILLS","WINDHAM","VT","1921265","Post Office","Hammonds Mills Post Office","Windham","43.0335223","-72.8468688","420","1378",TRUE,0.923076923076923
"HANNAHSTOWN",NA,"HANNAHSTOWN","WESTMORELAND",NA,NA,"PA","1862",TRUE,"1863","8",24959,"Westmoreland","HANNASTOWN","WESTMORELAND","PA","2779888","Post Office","Hannastown Post Office","Westmoreland","40.3529234","-79.4971995","312","1024",TRUE,0.909090909090909
"HARD WOOD",NA,"HARD WOOD","VERNON",NA,NA,"MO","1857",TRUE,"1859","8",25030,"Vernon","HARWOOD","VERNON","MO","2782809","Post Office","Harwood Post Office","Vernon","37.9561822","-94.1530888","256","840",TRUE,0.777777777777778
"HARDSONBURG","HARDSONBURGH","HARDSONBURG(H)","CATAHOULA",NA,NA,"LA","1822",TRUE,NA,"0",25070,"Catahoula","HARRISONBURG","CATAHOULA","LA","1630410","Post Office","Harrisonburg Post Office","Catahoula","31.7705325","-91.8206532","20","66",TRUE,0.818181818181818
"HARRICAN",NA,"HARRICAN","HUMPHREYS",NA,NA,"TN","1836",TRUE,"1845","7",25238,"Humphreys","HURRICANE","HUMPHREYS","TN","1650642","Post Office","Hurricane Post Office","Humphreys","35.9712853","-87.7823585","124","407",TRUE,0.75
"HARRISVELLE",NA,"HARRISVELLE","PROVIDENCE",NA,NA,"RI","1889",TRUE,NA,"0",25324,"Providence","HARRISVILLE","PROVIDENCE","RI","2475591","Post Office","Harrisville Post Office","Providence","41.9657278","-71.677169","107","351",TRUE,0.909090909090909
"HAZEL  GREEN","LE GREEN","HAZEL (LE) GREEN","MADISON",NA,NA,"AL","1817",FALSE,NA,"0",25762,"Madison","HAZEL GREEN","MADISON","AL","166715","Post Office","Hazel Green Post Office","Madison","34.9349807","-86.5722902","239","784",TRUE,0.916666666666667
"HENRYSVILLE",NA,"HENRYSVILLE","MONROE",NA,NA,"PA","1851",TRUE,"1875","6",26145,"Monroe","HENRYVILLE","MONROE","PA","2773154","Post Office","Henryville Post Office","Monroe","41.0960458","-75.2457084","213","699",TRUE,0.909090909090909
"HERMANSVILLE",NA,"HERMANSVILLE","CLAIBORNE",NA,NA,"MS","1880",TRUE,NA,"0",26199,"Claiborne","HERMANVILLE","CLAIBORNE","MS","2768868","Post Office","Hermanville Post Office","Claiborne","31.9588072","-90.8403341","56","184",TRUE,0.916666666666667
"HILDRAY",NA,"HILDRAY","PIKE",NA,NA,"MO","1900",TRUE,"1904","5",26610,"Pike","HILDREY","PIKE","MO","759554","Post Office","Hildrey Post Office (historical)","Pike","39.2044876","-91.2395921","210","689",TRUE,0.857142857142857
"HIWASSEE",NA,"HIWASSEE","ORANGE",NA,NA,"FL","1888",TRUE,"1907","5",26837,"Orange","HIAWASSEE","ORANGE","FL","2480349","Post Office","Hiawassee Post Office","Orange","28.5827955","-81.4771014","37","121",TRUE,0.875
"HOLLINSVILLE",NA,"HOLLINSVILLE","AUDRAIN",NA,NA,"MO","1896",TRUE,"1907","5",27048,"Audrain","HOLLENSVILLE","AUDRAIN","MO","759503","Post Office","Hollensville Post Office (historical)","Audrain","39.3130961","-91.9854493","240","787",TRUE,0.916666666666667
"HOPEDALE",NA,"HOPEDALE","WAYNE",NA,NA,"PA","1855",TRUE,"1858","9",27389,"Wayne","HONESDALE","WAYNE","PA","2780036","Post Office","Honesdale Post Office","Wayne","41.5727396","-75.2562241","297","974",TRUE,0.75
"HORESHOE BEACH",NA,"HORESHOE BEACH","DIXIE",NA,NA,"FL","1948",TRUE,NA,"0",27480,"Dixie","HORSESHOE BEACH","DIXIE","FL","2783422","Post Office","Horseshoe Beach Post Office","Dixie","29.4416435","-83.2861543","3","10",TRUE,0.928571428571429
"HUXLE",NA,"HUXLE","BOLLINGER",NA,NA,"MO","1900",TRUE,"1909","4",28182,"Bollinger","HUXIE","BOLLINGER","MO","759782","Post Office","Huxie Post Office (historical)","Bollinger","37.2592196","-90.0523255","165","541",TRUE,0.8
"INDIAN MOUNT",NA,"INDIAN MOUNT","STEWART",NA,NA,"TN","1820",TRUE,"1836","7",28424,"Stewart","INDIAN MOUND","STEWART","TN","1649769","Post Office","Indian Mound Post Office","Stewart","36.5021181","-87.6925527","119","390",TRUE,0.916666666666667
"INGETON",NA,"INGETON","COLBERT",NA,NA,"AL","1886",TRUE,"1901","5",28485,"Colbert","INGLETON","COLBERT","AL","169270","Post Office","Ingleton Post Office (historical)","Colbert","34.7870338","-88.0139259","165","541",TRUE,0.857142857142857
"JACKSONBORO",NA,"JACKSONBORO","CAMPBELL",NA,NA,"TN","1819",TRUE,"1829","7",28964,"Campbell","JACKSBORO","CAMPBELL","TN","1651102","Post Office","Jacksboro Post Office","Campbell","36.3310618","-84.1811736","334","1096",TRUE,0.818181818181818
"JAINESBURG","JAINESBURGH","JAINESBURG(H)","MIDDLESEX",NA,NA,"NJ","1850",TRUE,NA,"0",29036,"Middlesex","JAMESBURG","MIDDLESEX","NJ","2802179","Post Office","Jamesburg Post Office","Middlesex","40.3485483","-74.4353241","16","52",TRUE,0.8
"JAMESVILLE",NA,"JAMESVILLE","SUMTER",NA,NA,"SC","1799",FALSE,"1840","5",29091,"Sumter","MAYESVILLE","SUMTER","SC","1244603","Post Office","Mayesville Post Office","Sumter","33.9862686","-80.2103543","43","141",TRUE,0.8
"JEFFERSON  CITY",NA,"JEFFERSON  CITY","COLE",NA,NA,"MO","1823",TRUE,NA,"0",29213,"Cole","JEFFERSON CITY","COLE","MO","2779543","Post Office","Jefferson City Post Office","Cole","38.5774885","-92.1736154","192","630",TRUE,0.933333333333333
"JOHNSONBURGH",NA,"JOHNSONBURGH","ELK",NA,NA,"PA","1864",TRUE,"1865","8",29496,"Elk","JOHNSONBURG","ELK","PA","2779901","Post Office","Johnsonburg Post Office","Elk","41.4899973","-78.675824","441","1447",TRUE,0.916666666666667
"KISATCHEE",NA,"KISATCHEE","NATCHITOCHES",NA,NA,"LA","1854",TRUE,"1867","6",30685,"Natchitoches","KISATCHIE","NATCHITOCHES","LA","1630938","Post Office","Kisatchie Post Office","Natchitoches","31.4140653","-93.1743322","87","285",TRUE,0.888888888888889
"LAKE CARY",NA,"LAKE CARY","WYOMING",NA,NA,"PA","1883",TRUE,"1918","3",31206,"Wyoming","LAKE CAREY","WYOMING","PA","2027105","Post Office","Lake Carey Post Office (historical)","Wyoming","41.5959098","-75.9338096","292","958",TRUE,0.888888888888889
"LAKE CORNORANT",NA,"LAKE CORNORANT","DESOTO",NA,NA,"MS","1903",TRUE,NA,"0",31226,"De Soto","LAKE CORMORANT","DESOTO","MS","712785","Post Office","Lake Cormorant Post Office","DeSoto","34.9049866","-90.2152871","63","207",TRUE,0.928571428571429
"LAKE PEASANT",NA,"LAKE PEASANT","FRANKLIN",NA,NA,"MA","1887",FALSE,NA,"0",31287,"Franklin","LAKE PLEASANT","FRANKLIN","MA","1977244","Post Office","Lake Pleasant Post Office","Franklin","42.5571088","-72.5151967","91","299",TRUE,0.916666666666667
"LAKE VIEW",NA,"LAKE VIEW","RAY",NA,NA,"MO","1893",TRUE,"1904","5",31311,"Ray","LAKEVIEW","RAY","MO","759727","Post Office","Lakeview Post Office","Ray","39.3225148","-93.7768837","245","804",TRUE,0.888888888888889
"LAKE WYNOLA",NA,"LAKE WYNOLA","WYOMING",NA,NA,"PA","1885",TRUE,"1887","3",31329,"Wyoming","LAKE WINOLA","WYOMING","PA","1214077","Post Office","Lake Winola Post Office","Wyoming","41.5094141","-75.8588567","331","1086",TRUE,0.909090909090909
"LAMINGTON",NA,"LAMINGTON","RUSSELL",NA,NA,"AL","1849",TRUE,"1966","1",31450,"Russell","LEXINGTON","RUSSELL","AL","169278","Post Office","Lexington Post Office (historical)","Russell","32.3357012","-85.2346616","154","505",TRUE,0.777777777777778
"LARIDING",NA,"LARIDING","MORRIS",NA,NA,"NJ","1886",TRUE,NA,"0",31697,"Morris","LANDING","MORRIS","NJ","2781440","Post Office","Landing Post Office","Morris","40.9071344","-74.6651976","282","925",TRUE,0.75
"LAVRENCEVILLE",NA,"LAVRENCEVILLE","TIOGA",NA,NA,"PA","1819",TRUE,NA,"0",31880,"Tioga","LAWRENCEVILLE","TIOGA","PA","2772785","Post Office","Lawrenceville Post Office","Tioga","41.9981678","-77.1267407","303","994",TRUE,0.923076923076923
"LEVISBERRY",NA,"LEVISBERRY","YORK",NA,NA,"PA","1824",TRUE,NA,"0",32510,"York","LEWISBERRY","YORK","PA","2772791","Post Office","Lewisberry Post Office","York","40.1376722","-76.8587667","141","463",TRUE,0.9
"LINDVILLE",NA,"LINDVILLE","UNION",NA,NA,"LA","1851",FALSE,"1860","7",32918,"Union","LINVILLE","UNION","LA","1630770","Post Office","Linville Post Office","Union","32.8418005","-92.1931919","52","171",TRUE,0.888888888888889
"LINVILLE",NA,"LINVILLE","HARTFORD",NA,NA,"CT","1875",TRUE,"1885","7",32994,"Hartford","PLAINVILLE","HARTFORD","CT","1943936","Post Office","Plainville Post Office","Hartford","41.6693485","-72.8669579","58","190",TRUE,0.75
"LOBEAU",NA,"LOBEAU","ST. LANDRY",NA,NA,"LA","1914",TRUE,NA,"0",33314,"Saint Landry","LEBEAU","ST. LANDRY","LA","1631985","Post Office","Lebeau Post Office","St. Landry","30.7265831","-91.9723376","11","36",TRUE,0.833333333333333
"LONGRUN",NA,"LONGRUN","ARMSTRONG",NA,NA,"PA","1857",TRUE,"1916","3",33717,"Armstrong","LONG RUN","ARMSTRONG","PA","1214202","Post Office","Long Run Post Office (historical)","Armstrong","40.5628435","-79.4511528","304","997",TRUE,0.857142857142857
"LORDS BRIDGE",NA,"LORDS BRIDGE","NEW LONDON",NA,NA,"CT","1829",FALSE,"1867","5",33821,"New London","LORD'S BRIDGE","NEW LONDON","CT","1930600","Post Office","Lord's Bridge Post Office","New London","41.6166145","-72.0848531","22","72",TRUE,0.916666666666667
"LOUGHRIDGES",NA,"LOUGHRIDGES","MURRAY",NA,NA,"GA","1828",FALSE,"1835","9",33946,"Murray","LOUGHRIDGE","MURRAY","GA","352054","Post Office","Loughridge Post Office","Murray","34.8663953","-84.7523376","266","873",TRUE,0.909090909090909
"LUCERNEMINES",NA,"LUCERNEMINES","INDIANA",NA,NA,"PA","1913",TRUE,NA,"0",34177,"Indiana","LUCERNE MINES","INDIANA","PA","2773192","Post Office","Lucerne Mines Post Office","Indiana","40.557941","-79.1512878","347","1138",TRUE,0.916666666666667
"LUTRELL",NA,"LUTRELL","UNION",NA,NA,"TN","1890",TRUE,NA,"0",34359,"Union","LUTTRELL","UNION","TN","1651445","Post Office","Luttrell Post Office","Union","36.2028853","-83.7440525","334","1096",TRUE,0.857142857142857
"MADDYCREEK",NA,"MADDYCREEK","LANCASTER",NA,NA,"PA","1895",TRUE,"1909","5",34668,"Lancaster","MUDDY CREEK","LANCASTER","PA","1214379","Post Office","Muddy Creek Post Office (historical)","Lancaster","40.1828725","-76.0510551","138","453",TRUE,0.8
"MAGNESIA",NA,"MAGNESIA","COLUMBIA",NA,NA,"AR","1898",TRUE,"1903","6",34748,"Columbia","MAGNOLIA","COLUMBIA","AR","83917","Post Office","Magnolia Post Office","Columbia","33.267839","-93.2378934","98","322",TRUE,0.75
"MAGNOLIA",NA,"MAGNOLIA","EAST FELICIANA",NA,NA,"LA","1951",TRUE,"1954","1",34758,"East Feliciana","OAKNOLIA","EAST FELICIANA","LA","1631427","Post Office","Oaknolia Post Office (historical)","East Feliciana","30.7429609","-90.9953813","42","138",TRUE,0.75
"MANHAVILLE",NA,"MANHAVILLE","NATCHITOCHES",NA,NA,"LA","1858",FALSE,NA,"0",35023,"Natchitoches","MARTHAVILLE","NATCHITOCHES","LA","1630945","Post Office","Marthaville Post Office","Natchitoches","31.7390555","-93.3921182","79","259",TRUE,0.8
"MARCELLINE",NA,"MARCELLINE","LINN",NA,NA,"MO","1887",TRUE,NA,"0",35279,"Linn","MARCELINE","LINN","MO","2782576","Post Office","Marceline Post Office","Linn","39.7147438","-92.9499699","263","863",TRUE,0.9
"MARGARETTVILLE",NA,"MARGARETTVILLE","DELAWARE",NA,NA,"NY","1848",FALSE,NA,"0",35327,"Delaware","MARGARETVILLE","DELAWARE","NY","2618012","Post Office","Margaretville Post Office","Delaware","42.1442905","-74.6550123","398","1306",TRUE,0.928571428571429
"MARINEZ",NA,"MARINEZ","COLUMBIA",NA,NA,"GA","1887",FALSE,"1957","1",35366,"Columbia","MARTINEZ","COLUMBIA","GA","348982","Post Office","Martinez Post Office","Columbia","33.5155305","-82.0919765","113","371",TRUE,0.857142857142857
"MARSHFIELD",NA,"MARSHFIELD","TIOGA",NA,NA,"PA","1860",TRUE,"1900","4",35547,"Tioga","MANSFIELD","TIOGA","PA","2779821","Post Office","Mansfield Post Office","Tioga","41.7976067","-77.0763525","347","1138",TRUE,0.8
"MARTINS CROSS ROADS",NA,"MARTINS CROSS ROADS","CALHOUN",NA,NA,"AL","1873",TRUE,"1887","6",35607,"Calhoun","MARTINS CROSSROADS","CALHOUN","AL","169283","Post Office","Martins Crossroads Post Office","Calhoun","33.7842664","-85.9383021","168","551",TRUE,0.947368421052632
"MATTSVILLE",NA,"MATTSVILLE","BUCKS",NA,NA,"PA","1828",TRUE,"1839","7",35839,"Bucks","OTTSVILLE","BUCKS","PA","2043666","Post Office","Ottsville Post Office","Bucks","40.4768366","-75.1654264","152","499",TRUE,0.8
"MAUKELLE",NA,"MAUKELLE","PULASKI",NA,NA,"AR","1846",FALSE,"1926","3",35853,"Pulaski","MAUMELLE","PULASKI","AR","2781928","Post Office","Maumelle Post Office","Pulaski","34.8575262","-92.3961269","85","279",TRUE,0.875
"MC CALL CREEK","MC CALLS CREEK","MC CALL(S) CREEK","FRANKLIN",NA,NA,"MS","1827",TRUE,NA,"0",36067,"Franklin","MCCALL CREEK","FRANKLIN","MS","2768803","Post Office","McCall Creek Post Office","Franklin","31.5119843","-90.7018151","88","289",TRUE,0.923076923076923
"MC DONALD'S MILL","MCDONALD'S MILL","MC DONALD'S MILL","ATKINSON",NA,NA,"GA","1878",TRUE,"1900","5",36170,"Atkinson","MCDONALDS MILL","ATKINSON","GA","345787","Post Office","McDonalds Mill Post Office","Atkinson","31.2751921","-82.7299154","52","171",TRUE,0.875
"MEASONTOWN",NA,"MEASONTOWN","FAYETTE",NA,NA,"PA","1822",TRUE,"1827","7",36579,"Fayette","MASONTOWN","FAYETTE","PA","2779802","Post Office","Masontown Post Office","Fayette","39.8470571","-79.8987852","312","1024",TRUE,0.9
"MECHANICKSBURG",NA,"MECHANICKSBURG","CUMBERLAND",NA,NA,"PA","1812",TRUE,"1827","7",36593,"Cumberland","MECHANICSBURG","CUMBERLAND","PA","2779771","Post Office","Mechanicsburg Post Office","Cumberland","40.21516","-76.9935813","134","440",TRUE,0.928571428571429
"MEROVA",NA,"MEROVA","TISHOMINGO",NA,NA,"MS","1887",TRUE,"1893","6",36903,"Tishomingo","MERORA","TISHOMINGO","MS","713039","Post Office","Merora Post Office (historical)","Tishomingo","34.4889864","-88.2083766","178","584",TRUE,0.833333333333333
"MESHOPPIN","MESSHOPPIN","MES(S)HOPPIN","WYOMING",NA,NA,"PA","1856",TRUE,"1862","5",36974,"Wyoming","MESHOPPEN","WYOMING","PA","2773202","Post Office","Meshoppen Post Office","Wyoming","41.615154","-76.0488366","194","636",TRUE,0.888888888888889
"MESHANNON",NA,"MESHANNON","CENTRE",NA,NA,"PA","1855",TRUE,"1881","2",36977,"Centre","MOSHANNON","CENTRE","PA","2773215","Post Office","Moshannon Post Office","Centre","41.031917","-78.0039645","469","1539",TRUE,0.888888888888889
"MESSERSBURG",NA,"MESSERSBURG","FRANKLIN",NA,NA,"PA","1802",TRUE,"1812","7",36985,"Franklin","MERCERSBURG","FRANKLIN","PA","2772825","Post Office","Mercersburg Post Office","Franklin","39.8258817","-77.9039967","181","594",TRUE,0.818181818181818
"MIDDLEBURGH",NA,"MIDDLEBURGH","CLAY",NA,NA,"FL","1851",TRUE,"1893","1",37119,"Clay","MIDDLEBURG","CLAY","FL","2476295","Post Office","Middleburg Post Office","Clay","30.0731509","-81.8628127","9","30",TRUE,0.909090909090909
"MIDDLETOWN",NA,"MIDDLETOWN","BUTLER",NA,NA,"AL","1829",TRUE,"1843","7",37162,"Butler","MIDDLETON","BUTLER","AL","166045","Post Office","Middleton Post Office (historical)","Butler","31.5776612","-86.5530226","120","394",TRUE,0.9
